id,name,desig,en,pinyin
41578,鬼宿增四,29 Cnc,Ghosts Added IV,Guǐxiù zēng IV
41704,内阶一,ο UMa,Inner Steps I,Nèijiē I
41816,爟增十一,υ1 Cnc,Beacon Fire Added XI,Guàn zēng XI
41822,鬼宿一,θ Cnc,Ghosts I,Guǐxiù I
41904,柳宿增八,34 Cnc,Willow Added VIII,Liǔxiù zēng VIII
41909,鬼宿二,η Cnc,Ghosts II,Guǐxiù II
42080,内阶增八,A UMa,Inner Steps Added VIII,Nèijiē zēng VIII
42090,轩辕增八,33 Lyn,Xuanyuan Added VIII,Xuānyuán zēng VIII
42133,鬼宿增一,35 Cnc,Ghosts Added I,Guǐxiù zēng I
42146,外厨增四,3 Hya,Outer Kitchen Added IV,Wàichú zēng IV
42265,柳宿增七,c Cnc,Willow Added VII,Liǔxiù zēng VII
42312,天狗一,e Vel,Celestial Dog I,Tiāngǒu I
42313,柳宿一,δ Hya,Willow I,Liǔxiù I
42353,柳宿增六,37 Cnc,Willow Added VI,Liǔxiù zēng VI
42402,柳宿二,σ Hya,Willow II,Liǔxiù II
42438,内阶增九,π1 UMa,Inner Steps Added IX,Nèijiē zēng IX
42472,轩辕增十,HD73427,Xuanyuan Added X,Xuānyuán zēng X
42503,轩辕增九,HD73508,Xuanyuan Added IX,Xuānyuán zēng IX
42509,外厨增八,a Hya,Outer Kitchen Added VIII,Wàichú zēng VIII
42515,天狗四,β Pyx,Celestial Dog IV,Tiāngǒu IV
42516,积尸增一[鬼宿],39 Cnc,Cumulative Corpses Added I,Jīshī zēng I
42527,内阶增七,π2 UMa,Inner Steps Added VII,Nèijiē zēng VII
42556,积尸增三[鬼宿],ε Cnc,Cumulative Corpses Added III,Jīshī zēng III
42570,天社二,b Vel,Celestial Earth God's Temple II,Tiānshè II
42578,积尸增二[鬼宿],42 Cnc,Cumulative Corpses Added II,Jīshī zēng II
42662,外厨增十,9 Hya,Outer Kitchen Added X,Wàichú zēng X
42726,天社增四*,HY Vel,Celestial Earth God's Temple Added IV*,Tiānshè zēng IV*
42795,鬼宿增六,A1 Cnc,Ghosts Added VI,Guǐxiù zēng VI
42799,柳宿三,η Hya,Willow III,Liǔxiù III
42806,鬼宿三,γ Cnc,Ghosts III,Guǐxiù III
42828,天狗五,α Pyx,Celestial Dog V,Tiāngǒu V
42835,外厨二,F Hya,Outer Kitchen II,Wàichú II
42884,天狗二,d Vel,Celestial Dog II,Tiāngǒu II
42911,鬼宿四,δ Cnc,Ghosts IV,Guǐxiù IV
42913,天社三,δ Vel,Celestial Earth God's Temple III,Tiānshè III
42917,柳宿增五,b Cnc,Willow Added V,Liǔxiù zēng V
42931,柳宿增一,10 Hya,Willow Added I,Liǔxiù zēng I
42954,轩辕增十一,46 Cnc,Xuanyuan Added XI,Xuānyuán zēng XI
43012,小斗七,HD76236,Little Dipper VII,Xiǎodǒu VII
43023,天社增二,a Vel,Celestial Earth God's Temple Added II,Tiānshè zēng II
43067,外厨增九,D Hya,Outer Kitchen Added IX,Wàichú zēng IX
43103,轩辕增廿二,ι Cnc,Xuanyuan Added XXII,Xuānyuán zēng XXII
43109,柳宿五,ε Hya,Willow V,Liǔxiù V
43121,鬼宿增七,A2 Cnc,Ghosts Added VII,Guǐxiù zēng VII
43142,外厨四,HD74988,Outer Kitchen IV,Wàichú IV
43234,柳宿四,ρ Hya,Willow IV,Liǔxiù IV
43305,外厨三,14 Hya,Outer Kitchen III,Wàichú III
43409,天狗六,γ Pyx,Celestial Dog VI,Tiāngǒu VI
43454,鬼宿增八,54 Cnc,Ghosts Added VIII,Guǐxiù zēng VIII
43463,鬼宿增九,HIP43463,Ghosts Added IX,Guǐxiù zēng IX
43496,外厨增六,15 Hya,Outer Kitchen Added VI,Wàichú zēng VI
43531,上台增五,35 Lyn,Upper Steps Added V,Shàngtái zēng V
43575,轩辕增廿一,53 Cnc,Xuanyuan Added XXI,Xuānyuán zēng XXI
43584,轩辕增七,σ1 Cnc,Xuanyuan Added VII,Xuānyuán zēng VII
43587,轩辕增廿,ρ1 Cnc,Xuanyuan Added XX,Xuānyuán zēng XX
43603,天狗三*,HD76110,Celestial Dog III*,Tiāngǒu III*
43644,内阶五,b UMa,Inner Steps V,Nèijiē V
43721,轩辕增十二,57 Cnc,Xuanyuan Added XII,Xuānyuán zēng XII
43783,海石增二,c Car,Sea Rock Added II,Hǎishí zēng II
43797,天社增五,HD76653,Celestial Earth God's Temple Added V,Tiānshè zēng V
43813,柳宿六,ζ Hya,Willow VI,Liǔxiù VI
43822,外厨增七,17 Hya,Outer Kitchen Added VII,Wàichú zēng VII
43825,天狗七,δ Pyx,Celestial Dog VII,Tiāngǒu VII
43834,轩辕增十八,ρ2 Cnc,Xuanyuan Added XVIII,Xuānyuán zēng XVIII
43851,柳宿增十二,60 Cnc,Willow Added XII,Liǔxiù zēng XII
43903,内阶三,6 UMa,Inner Steps III,Nèijiē III
43932,轩辕增六,σ2 Cnc,Xuanyuan Added VI,Xuānyuán zēng VI
43970,鬼宿增十,ο1 Cnc,Ghosts Added X,Guǐxiù zēng X
44001,鬼宿增十一,ο2 Cnc,Ghosts Added XI,Guǐxiù zēng XI
44031,轩辕增十三,61 Cnc,Xuanyuan Added XIII,Xuānyuán zēng XIII
44066,柳宿增十三,α Cnc,Willow Added XIII,Liǔxiù zēng XIII
44127,上台一,ι UMa,Upper Steps I,Shàngtái I
44154,轩辕增五,σ3 Cnc,Xuanyuan Added V,Xuānyuán zēng V
44248,轩辕一,10 UMa,Xuanyuan I,Xuānyuán I
44307,轩辕增四,66 Cnc,Xuanyuan Added IV,Xuānyuán zēng IV
44336,鬼宿增十二,HIP44336,Ghosts Added XII,Guǐxiù zēng XII
44342,轩辕增十七,67 Cnc,Xuanyuan Added XVII,Xuānyuán zēng XVII
44382,飞鱼一,α Vol,Flying Fish I,Fēiyú I
44390,三师一,ρ UMa,Three Top Instructors I,Sānshī I
44405,轩辕增廿三,ν Cnc,Xuanyuan Added XXIII,Xuānyuán zēng XXIII
44471,上台二,κ UMa,Upper Steps II,Shàngtái II
44511,天社增三,c Vel,Celestial Earth God's Temple Added III,Tiānshè zēng III
44512,轩辕增十六,70 Cnc,Xuanyuan Added XVI,Xuānyuán zēng XVI
44637,鬼宿增十三,HIP44637,Ghosts Added XIII,Guǐxiù zēng XIII
44659,柳宿七,ω Hya,Willow VII,Liǔxiù VII
44700,轩辕二,HD77912,Xuanyuan II,Xuānyuán II
44798,柳宿增二,κ Cnc,Willow Added II,Liǔxiù zēng II
44816,天记,λ Vel,Judge for Estimating the Age of Animals,Tiānjì
44818,轩辕增十四,τ Cnc,Xuanyuan Added XIV,Xuānyuán zēng XIV
44857,三师三,σ1 UMa,Three Top Instructors III,Sānshī III
44883,星宿增四,19 Hya,Star Added IV,Xīngxiù zēng IV
44892,轩辕增十五,75 Cnc,Xuanyuan Added XV,Xuānyuán zēng XV
44901,文昌五,f UMa,Administrative Center V,Wénchāng V
44918,鬼宿增十四,HIP44918,Ghosts Added XIV,Guǐxiù zēng XIV
44946,轩辕增廿四,ξ Cnc,Xuanyuan Added XXIV,Xuānyuán zēng XXIV
44961,星宿增三,20 Hya,Star Added III,Xīngxiù zēng III
45033,轩辕增五八,79 Cnc,Xuanyuan Added LVIII,Xuānyuán zēng LVIII
45038,三师增一,σ2 UMa,Three Top Instructors Added I,Sānshī zēng I
45075,内阶增十,τ UMa,Inner Steps Added X,Nèijiē zēng X
45080,海石增一,a Car,Sea Rock Added I,Hǎishí zēng I
45101,海石增三,i Car,Sea Rock Added III,Hǎishí zēng III
45170,鬼宿增十八*,81 Cnc,Ghosts Added XVIII*,Guǐxiù zēng XVIII*
45184,星宿增五,21 Hya,Star Added V,Xīngxiù zēng V
45238,南船五,β Car,Southern Boat V,Nánchuán V
45290,上台增六,36 Lyn,Upper Steps Added VI,Shàngtái zēng VI
45333,内阶二,c UMa,Inner Steps II,Nèijiē II
45336,柳宿八,θ Hya,Willow VIII,Liǔxiù VIII
45410,鬼宿增十六,π Cnc,Ghosts Added XVI,Guǐxiù zēng XVI
45412,轩辕增三,HD79452,Xuanyuan Added III,Xuānyuán zēng III
45455,内阶六,17 UMa,Inner Steps VI,Nèijiē VI
45493,文昌六,e UMa,Administrative Center VI,Wénchāng VI
45526,星宿增二,24 Hya,Star Added II,Xīngxiù zēng II
45527,星宿增六,23 Hya,Star Added VI,Xīngxiù zēng VI
45556,海石二,ι Car,Sea Rock II,Hǎishí II
45688,轩辕三,38 Lyn,Xuanyuan III,Xuānyuán III
45699,鬼宿增十五,83 Cnc,Ghosts Added XV,Guǐxiù zēng XV
45751,星宿六,26 Hya,Star VI,Xīngxiù VI
45811,星宿五,P Hya,Star V,Xīngxiù V
45836,文昌增五,37 Lyn,Administrative Center Added V,Wénchāng zēng V
45860,轩辕四,α Lyn,Xuanyuan IV,Xuānyuán IV
45941,天社五,κ Vel,Celestial Earth God's Temple V,Tiānshè V
45974,文昌增六,HD80608,Administrative Center Added VI,Wénchāng zēng VI
46058,轩辕增廿五,HD80956,Xuanyuan Added XXV,Xuānyuán zēng XXV
46107,小斗六,ι Cha,Little Dipper VI,Xiǎodǒu VI
46146,轩辕七,κ Leo,Xuanyuan VII,Xuānyuán VII
46221,星宿增七,28 Hya,Star Added VII,Xīngxiù zēng VII
46239,文昌增三,HIP46239,Administrative Center Added III,Wénchāng zēng III
46365,星宿增一,29 Hya,Star Added I,Xīngxiù zēng I
46390,星宿一,α Hya,Star I,Xīngxiù I
46454,酒旗三,ω Leo,Banner of Wine Shop III,Jiǔqí III
46457,酒旗增五,3 Leo,Banner of Wine Shop Added V,Jiǔqí zēng V
46471,上台增七,41 Lyn,Upper Steps Added VII,Shàngtái zēng VII
46509,星宿二,τ1 Hya,Star II,Xīngxiù II
46651,天记增一,ψ Vel,Judge for Estimating the Age of Animals Added I,Tiānjì zēng I
46652,轩辕增二,7 LMi,Xuanyuan Added II,Xuānyuán zēng II
46701,天社六,N Vel,Celestial Earth God's Temple VI,Tiānshè VI
46733,内阶四,h UMa,Inner Steps IV,Nèijiē IV
46735,轩辕增一,8 LMi,Xuanyuan Added I,Xuānyuán zēng I
46744,星宿七,HD82428,Star VII,Xīngxiù VII
46750,轩辕八,λ Leo,Xuanyuan VIII,Xuānyuán VIII
46771,酒旗二,ξ Leo,Banner of Wine Shop II,Jiǔqí II
46774,酒旗增四,h Leo,Banner of Wine Shop Added IV,Jiǔqí zēng IV
46776,星宿三,τ2 Hya,Star III,Xīngxiù III
46853,文昌四,θ UMa,Administrative Center IV,Wénchāng IV
46904,内平增五,9 LMi,High Judge Added V,Nèipíng zēng V
46928,小斗五,ζ Cha,Little Dipper V,Xiǎodǒu V
46952,内平增六,10 LMi,High Judge Added VI,Nèipíng zēng VI
46974,海石三,h Car,Sea Rock III,Hǎishí III
46977,少辅,d UMa,The Second Advisor,Shàofǔ
46982,星宿增八,A Hya,Star Added VIII,Xīngxiù zēng VIII
47006,文昌增四,26 UMa,Administrative Center Added IV,Wénchāng zēng IV
47080,内平增七,11 LMi,High Judge Added VII,Nèipíng zēng VII
47096,酒旗增二,7 Leo,Banner of Wine Shop Added II,Jiǔqí zēng II
47189,酒旗增一,8 Leo,Banner of Wine Shop Added I,Jiǔqí zēng I
47193,四辅增一,HD81817,Four Advisors Added I,Sìfǔ zeng I
47205,轩辕增四五,10 Leo,Xuanyuan Added XLV,Xuānyuán zēng XLV
47247,轩辕增廿六,9 Leo,Xuanyuan Added XXVI,Xuānyuán zēng XXVI
47249,星宿增十五,34 Hya,Star Added XV,Xīngxiù zēng XV
47266,酒旗增三,11 Leo,Banner of Wine Shop Added III,Jiǔqí zēng III
47300,内平增四,42 Lyn,High Judge Added IV,Nèipíng zēng IV
47310,轩辕增四六,2 Sex,Xuanyuan Added XLVI,Xuānyuán zēng XLVI
47427,星宿增十三,37 Hya,Star Added XIII,Xīngxiù zēng XIII
47431,星宿四,ι Hya,Star IV,Xīngxiù IV
47436,内平增八,HD83525,High Judge Added VIII,Nèipíng zēng VIII
47452,张宿五,κ Hya,Extended Net V,Zhāngxiù V
47508,轩辕增五九,ο Leo,Xuanyuan Added LIX,Xuānyuán zēng LIX
47550,轩辕增廿七,13 Leo,Xuanyuan Added XXVII,Xuānyuán zēng XXVII
47570,内平增三,43 Lyn,High Judge Added III,Nèipíng zēng III
47617,轩辕五,HD83934,Xuanyuan V,Xuānyuán V
47631,内平三,13 LMi,High Judge III,Nèipíng III
47654,少辅增一,27 UMa,The Second Advisor Added I,Shàofǔ zēng I
47701,轩辕六,f Leo,Xuanyuan VI,Xuānyuán VI
47723,酒旗一,ψ Leo,Banner of Wine Shop I,Jiǔqí I
47854,海石四,l Car,Sea Rock IV,Hǎishí IV
47908,轩辕九,ε Leo,Xuanyuan IX,Xuānyuán IX
47911,文昌增一,28 UMa,Administrative Center Added I,Wénchāng zēng I
47959,轩辕增四四,18 Leo,Xuanyuan Added XLIV,Xuānyuán zēng XLIV
47965,文昌增二,44 Lyn,Administrative Center Added II,Wénchāng zēng II
48002,海石五,υ Car,Sea Rock V,Hǎishí V
48087,星宿增十,HIP48087,Star Added X,Xīngxiù zēng X
48218,轩辕增廿九,20 Leo,Xuanyuan Added XXIX,Xuānyuán zēng XXIX
48256,内平增二,16 LMi,High Judge Added II,Nèipíng zēng II
48273,轩辕增四八,4 Sex,Xuanyuan Added XLVIII,Xuānyuán zēng XLVIII
48286,星宿增十一,HIP48286,Star Added XI,Xīngxiù zēng XI
48319,文昌二,υ UMa,Administrative Center II,Wénchāng II
48324,轩辕增四三,23 Leo,Xuanyuan Added XLIII,Xuānyuán zēng XLIII
48341,星宿增九,6 Sex,Star Added IX,Xīngxiù zēng IX
48356,张宿一,υ1 Hya,Extended Net I,Zhāngxiù I
48390,轩辕增廿八,g Leo,Xuanyuan Added XXVIII,Xuānyuán zēng XXVIII
48402,文昌三,φ UMa,Administrative Center III,Wénchāng III
48414,轩辕增四七,7 Sex,Xuanyuan Added XLVII,Xuānyuán zēng XLVII
48428,内平增一,HD85373,High Judge Added I,Nèipíng zēng I
48437,星宿增十二,γ Sex,Star Added XII,Xīngxiù zēng XII
48455,轩辕十,μ Leo,Xuanyuan X,Xuānyuán X
48552,轩辕增四九,9 Sex,Xuanyuan Added XLIX,Xuānyuán zēng XLIX
48682,文昌增七,31 UMa,Administrative Center Added VII,Wénchāng zēng VII
48734,轩辕增四十,HD86080,Xuanyuan Added XL,Xuānyuán zēng XL
48742,内平四,18 LMi,High Judge IV,Nèipíng IV
48833,中台增二,19 LMi,Middle Steps Added II,Zhōngtái zēng II
48861,中台增一,HD86166,Middle Steps Added I,Zhōngtái zēng I
48876,轩辕增卅九,HD86369,Xuanyuan Added XXXIX,Xuānyuán zēng XXXIX
48883,轩辕增四二,ν Leo,Xuanyuan Added XLII,Xuānyuán zēng XLII
48990,轩辕增五十,12 Sex,Xuanyuan Added L,Xuānyuán zēng L
49029,轩辕增卅八,π Leo,Xuanyuan Added XXXVIII,Xuānyuán zēng XXXVIII
49081,内平增九,20 LMi,High Judge Added IX,Nèipíng zēng IX
49321,张宿四,HD87344,Extended Net IV,Zhāngxiù IV
49329,轩辕增五一,13 Sex,Xuanyuan Added LI,Xuānyuán zēng LI
49402,张宿增一,υ2 Hya,Extended Net Added I,Zhāngxiù zēng I
49530,轩辕增五二,14 Sex,Xuanyuan Added LII,Xuānyuán zēng LII
49583,轩辕十三,η Leo,Xuanyuan XIII,Xuānyuán XIII
49593,内平二,21 LMi,High Judge II,Nèipíng II
49637,御女,A Leo,Maids-in-waiting,Yùnǚ
49669,轩辕十四,α Leo,Xuanyuan XIV,Xuānyuán XIV
49809,张宿增五,HD88215,Extended Net Added V,Zhāngxiù zēng V
49812,天相一,17 Sex,Celestial Premier I,Tiānxiàng I
49841,张宿二,λ Hya,Extended Net II,Zhāngxiù II
49850,轩辕增卅四,HIP49850,Xuanyuan Added XXXIV,Xuānyuán zēng XXXIV
49865,天相增一,18 Sex,Celestial Premier Added I,Tiānxiàng zēng I
49929,轩辕增卅七,34 Leo,Xuanyuan Added XXXVII,Xuānyuán zēng XXXVII
50027,轩辕增五四,19 Sex,Xuanyuan Added LIV,Xuānyuán zēng LIV
50099,南船四,ω Car,Southern Boat IV,Nánchuán IV
50100,天相增三,HIP50100,Celestial Premier Added III,Tiānxiàng zēng III
50140,天相增二,21 Sex,Celestial Premier Added II,Tiānxiàng zēng II
50191,天记增二,q Vel,Judge for Estimating the Age of Animals Added II,Tiānjì zēng II
50218,内平一,22 LMi,High Judge I,Nèipíng I
50303,内平增十,23 LMi,High Judge Added X,Nèipíng zēng X
50316,内平增十一,24 LMi,High Judge Added XI,Nèipíng zēng XI
50319,轩辕增卅,35 Leo,Xuanyuan Added XXX,Xuānyuán zēng XXX
50333,轩辕增卅六,37 Leo,Xuanyuan Added XXXVI,Xuānyuán zēng XXXVI
50335,轩辕十一,ζ Leo,Xuanyuan XI,Xuānyuán XI
50371,南船一,q Car,Southern Boat I,Nánchuán I
50372,中台一,λ UMa,Middle Steps I,Zhōngtái I
50384,轩辕增卅一,39 Leo,Xuanyuan Added XXXI,Xuānyuán zēng XXXI
50414,天相三,ε Sex,Celestial Premier III,Tiānxiàng III
50448,天枢增一,32 UMa,The Celestial Pivot Added I,Tiānshū zēng I
50485,中台增四,HD89221,Middle Steps Added IV,Zhōngtái zēng IV
50564,轩辕增卅三,40 Leo,Xuanyuan Added XXXIII,Xuānyuán zēng XXXIII
50583,轩辕十二,γ1 Leo,Xuanyuan XII,Xuānyuán XII
50684,长垣增四,23 Sex,Long Wall Added IV,Chángyuán zēng IV
50687,中台增三,HD89572,Middle Steps Added III,Zhōngtái zēng III
50755,轩辕增卅五,42 Leo,Xuanyuan Added XXXV,Xuānyuán zēng XXXV
50801,中台二,μ UMa,Middle Steps II,Zhōngtái II
50851,轩辕增五五,43 Leo,Xuanyuan Added LV,Xuānyuán zēng LV
50857,势增六,HIP50857,Eunuch Added VI,Shì zēng VI
50860,势增十七,27 LMi,Eunuch Added XVII,Shì zēng XVII
50885,天相增四,25 Sex,Celestial Premier Added IV,Tiānxiàng zēng IV
50887,天相增八,HD90043,Celestial Premier Added VIII,Tiānxiàng zēng VIII
50935,势增十八,28 LMi,Eunuch Added XVIII,Shì zēng XVIII
50954,南船增一,I Car,Southern Boat Added I,Nánchuán zēng I
51008,轩辕增五六,44 Leo,Xuanyuan Added LVI,Xuānyuán zēng LVI
51047,势增五,29 LMi,Eunuch Added V,Shì zēng V
51056,势增十九,30 LMi,Eunuch Added XIX,Shì zēng XIX
51069,张宿三,μ Hya,Extended Net III,Zhāngxiù III
51117,天相增九,26 Sex,Celestial Premier Added IX,Tiānxiàng zēng IX
51135,天相增五,27 Sex,Celestial Premier Added V,Tiānxiàng zēng V
51213,轩辕增五七,45 Leo,Xuanyuan Added LVII,Xuānyuán zēng LVII
51232,海山一,s Car,Sea and Mountain I,Hǎishān I
51233,势增四,β LMi,Eunuch Added IV,Shì zēng IV
51362,天相增六,δ Sex,Celestial Premier Added VI,Tiānxiàng zēng VI
51384,四辅二,HD89571,Four Advisors II,Sìfǔ II
51401,天枢增二,35 UMa,The Celestial Pivot Added II,Tiānshū zēng II
51420,势增三,32 LMi,Eunuch Added III,Shì zēng III
51437,天相增十,β Sex,Celestial Premier Added X,Tiānxiàng zēng X
51451,长垣增五,31 Sex,Long Wall Added V,Chángyuán zēng V
51459,天璇增一,36 UMa,The Celestial Rotating Jade Added I,Tiānxuán zēng I
51502,四辅三,HD90089,Four Advisors III,Sìfǔ III
51556,势二,33 LMi,Eunuch II,Shì II
51576,南船二,p Car,Southern Boat II,Nánchuán II
51585,长垣一,46 Leo,Long Wall I,Chángyuán I
51592,长垣增三,HIP51592,Long Wall Added III,Chángyuán zēng III
51614,张宿增二,HIP51614,Extended Net Added II,Zhāngxiù zēng II
51624,轩辕十六,ρ Leo,Xuanyuan XVI,Xuānyuán XVI
51685,势一,34 LMi,Eunuch I,Shì I
51718,张宿增四,44 Hya,Extended Net Added IV,Zhāngxiù zēng IV
51734,阴德二,HIP51734,Hidden Virtue II,Yīndé II
51775,长垣四,48 Leo,Long Wall IV,Chángyuán IV
51802,长垣增二,49 Leo,Long Wall Added II,Chángyuán zēng II
51808,阴德增一,HD91190,Hidden Virtue Added I,Yīndé zēng I
51814,天璇增二,37 UMa,The Celestial Rotating Jade Added II,Tiānxuán zēng II
51839,小斗三,γ Cha,Little Dipper III,Xiǎodǒu III
51905,张宿增三,φ2 Hya,Extended Net Added III,Zhāngxiù zēng III
51914,势增一,35 LMi,Eunuch Added I,Shì zēng I
51986,海山增一,p Vel,Sea and Mountain Added I,Hǎishān zēng I
52032,势增十,36 LMi,Eunuch Added X,Shì zēng X
52085,张宿六,φ Hya,Extended Net VI,Zhāngxiù VI
52098,势增十一,37 LMi,Eunuch Added XI,Shì zēng XI
52120,长垣增一,HD92196,Long Wall Added I,Chángyuán zēng I
52139,势增二,38 LMi,Eunuch Added II,Shì zēng II
52240,少微增一,HIP52240,Junior Officers Added I,Shàowēi zēng I
52316,天相增十一,33 Sex,Celestial Premier Added XI,Tiānxiàng zēng XI
52353,天枢增三,38 UMa,The Celestial Pivot Added III,Tiānshū zēng III
52401,长垣增六,34 Sex,Long Wall Added VI,Chángyuán zēng VI
52419,南船三,θ Car,Southern Boat III,Nánchuán III
52422,少微增二,40 LMi,Junior Officers Added II,Shàowēi zēng II
52452,长垣增七,35 Sex,Long Wall Added VII,Chángyuán zēng VII
52457,少微三,41 LMi,Junior Officers III,Shàowēi III
52478,天璇增五,39 UMa,The Celestial Rotating Jade Added V,Tiānxuán zēng V
52584,灵台增二,36 Sex,Astronomical Observatory Added II,Língtái zēng II
52633,小斗四,δ2 Cha,Little Dipper IV,Xiǎodǒu IV
52638,势三,42 LMi,Eunuch III,Shì III
52650,天璇增六,HIP52650,The Celestial Rotating Jade Added VI,Tiānxuán zēng VI
52660,长垣增八,37 Sex,Long Wall Added VIII,Chángyuán zēng VIII
52685,天璇增四,41 UMa,The Celestial Rotating Jade Added IV,Tiānxuán zēng IV
52686,少微四,m Leo,Junior Officers IV,Shàowēi IV
52689,长垣二,k Leo,Long Wall II,Chángyuán II
52727,海山增二,μ Vel,Sea and Mountain Added II,Hǎishān zēng II
52737,翼宿增三,b1 Hya,Wings Added III,Yìxiù zēng III
52763,长垣增九,HIP52763,Long Wall Added IX,Chángyuán zēng IX
52882,势增十四,43 LMi,Eunuch Added XIV,Shì zēng XIV
52884,翼宿增二,HIP52884,Wings Added II,Yìxiù zēng II
52911,长垣三,l Leo,Long Wall III,Chángyuán III
52913,天相增十二,40 Sex,Celestial Premier Added XII,Tiānxiàng zēng XII
52943,翼宿五,ν Hya,Wings V,Yìxiù V
52959,势增十六,44 LMi,Eunuch Added XVI,Shì zēng XVI
52980,翼宿增一,41 Sex,Wings Added I,Yìxiù zēng I
53037,翼宿增四,HD94046,Wings Added IV,Yìxiù zēng IV
53043,天璇增七,43 UMa,The Celestial Rotating Jade Added VII,Tiānxuán zēng VII
53064,天璇增三,42 UMa,The Celestial Rotating Jade Added III,Tiānxuán zēng III
53229,势四,46 LMi,Eunuch IV,Shì IV
53252,翼宿增五,b3 Hya,Wings Added V,Yìxiù zēng V
53261,天璇增八,44 UMa,The Celestial Rotating Jade Added VIII,Tiānxuán zēng VIII
53295,天牢一,ω UMa,Celestial Prison I,Tiānláo I
53355,少微增三,48 LMi,Junior Officers Added III,Shàowēi zēng III
53377,势增十二,47 LMi,Eunuch Added XII,Shì zēng XII
53417,少微增九,54 Leo,Junior Officers Added IX,Shàowēi zēng IX
53423,灵台增三,55 Leo,Astronomical Observatory Added III,Língtái zēng III
53426,势增十三,46 UMa,Eunuch Added XIII,Shì zēng XIII
53439,少微增八,HIP53439,Junior Officers Added VIII,Shàowēi zēng VIII
53449,灵台增一,56 Leo,Astronomical Observatory Added I,Língtái zēng I
53460,灵台增四,HD94738,Astronomical Observatory Added IV,Língtái zēng IV
53492,少微增四,50 LMi,Junior Officers Added IV,Shàowēi zēng IV
53721,天牢三,47 UMa,Celestial Prison III,Tiānláo III
53740,翼宿一,α Crt,Wings I,Yìxiù I
53807,灵台三,d Leo,Astronomical Observatory III,Língtái III
53824,灵台二,c Leo,Astronomical Observatory II,Língtái II
53838,天牢五,49 UMa,Celestial Prison V,Tiānláo V
53907,灵台增五,p2 Leo,Astronomical Observatory Added V,Língtái zēng V
53910,天璇,β UMa,The Celestial Rotating Jade,Tiānxuán
53954,西上相增一,b Leo,The Great Western Premier Added I,Xīshàngxiàng zēng I
